,realtime_start,realtime_end,date,value
145,2025-08-18,2025-08-18,2012-02-01,1.97
146,2025-08-18,2025-08-18,2012-03-01,2.17
147,2025-08-18,2025-08-18,2012-04-01,2.05
148,2025-08-18,2025-08-18,2012-05-01,1.8
149,2025-08-18,2025-08-18,2012-06-01,1.62
150,2025-08-18,2025-08-18,2012-07-01,1.53
151,2025-08-18,2025-08-18,2012-08-01,1.68
152,2025-08-18,2025-08-18,2012-09-01,1.72
153,2025-08-18,2025-08-18,2012-10-01,1.75
154,2025-08-18,2025-08-18,2012-11-01,1.65
155,2025-08-18,2025-08-18,2012-12-01,1.72
156,2025-08-18,2025-08-18,2013-01-01,1.91
157,2025-08-18,2025-08-18,2013-02-01,1.98
158,2025-08-18,2025-08-18,2013-03-01,1.96
159,2025-08-18,2025-08-18,2013-04-01,1.76
160,2025-08-18,2025-08-18,2013-05-01,1.93
161,2025-08-18,2025-08-18,2013-06-01,2.3
162,2025-08-18,2025-08-18,2013-07-01,2.58
163,2025-08-18,2025-08-18,2013-08-01,2.74
164,2025-08-18,2025-08-18,2013-09-01,2.81
165,2025-08-18,2025-08-18,2013-10-01,2.62
166,2025-08-18,2025-08-18,2013-11-01,2.72
167,2025-08-18,2025-08-18,2013-12-01,2.9
168,2025-08-18,2025-08-18,2014-01-01,2.86
169,2025-08-18,2025-08-18,2014-02-01,2.71
170,2025-08-18,2025-08-18,2014-03-01,2.72
171,2025-08-18,2025-08-18,2014-04-01,2.71
172,2025-08-18,2025-08-18,2014-05-01,2.56
173,2025-08-18,2025-08-18,2014-06-01,2.6
174,2025-08-18,2025-08-18,2014-07-01,2.54
175,2025-08-18,2025-08-18,2014-08-01,2.42
176,2025-08-18,2025-08-18,2014-09-01,2.53
177,2025-08-18,2025-08-18,2014-10-01,2.3
178,2025-08-18,2025-08-18,2014-11-01,2.33
179,2025-08-18,2025-08-18,2014-12-01,2.21
180,2025-08-18,2025-08-18,2015-01-01,1.88
181,2025-08-18,2025-08-18,2015-02-01,1.98
182,2025-08-18,2025-08-18,2015-03-01,2.04
183,2025-08-18,2025-08-18,2015-04-01,1.94
184,2025-08-18,2025-08-18,2015-05-01,2.2
185,2025-08-18,2025-08-18,2015-06-01,2.36
186,2025-08-18,2025-08-18,2015-07-01,2.32
187,2025-08-18,2025-08-18,2015-08-01,2.17
188,2025-08-18,2025-08-18,2015-09-01,2.17
189,2025-08-18,2025-08-18,2015-10-01,2.07
190,2025-08-18,2025-08-18,2015-11-01,2.26
191,2025-08-18,2025-08-18,2015-12-01,2.24
192,2025-08-18,2025-08-18,2016-01-01,2.09
193,2025-08-18,2025-08-18,2016-02-01,1.78
194,2025-08-18,2025-08-18,2016-03-01,1.89
195,2025-08-18,2025-08-18,2016-04-01,1.81
196,2025-08-18,2025-08-18,2016-05-01,1.81
197,2025-08-18,2025-08-18,2016-06-01,1.64
198,2025-08-18,2025-08-18,2016-07-01,1.5
199,2025-08-18,2025-08-18,2016-08-01,1.56
200,2025-08-18,2025-08-18,2016-09-01,1.63
201,2025-08-18,2025-08-18,2016-10-01,1.76
202,2025-08-18,2025-08-18,2016-11-01,2.14
203,2025-08-18,2025-08-18,2016-12-01,2.49
204,2025-08-18,2025-08-18,2017-01-01,2.43
205,2025-08-18,2025-08-18,2017-02-01,2.42
206,2025-08-18,2025-08-18,2017-03-01,2.48
207,2025-08-18,2025-08-18,2017-04-01,2.3
208,2025-08-18,2025-08-18,2017-05-01,2.3
209,2025-08-18,2025-08-18,2017-06-01,2.19
210,2025-08-18,2025-08-18,2017-07-01,2.32
211,2025-08-18,2025-08-18,2017-08-01,2.21
212,2025-08-18,2025-08-18,2017-09-01,2.2
213,2025-08-18,2025-08-18,2017-10-01,2.36
214,2025-08-18,2025-08-18,2017-11-01,2.35
215,2025-08-18,2025-08-18,2017-12-01,2.4
216,2025-08-18,2025-08-18,2018-01-01,2.58
217,2025-08-18,2025-08-18,2018-02-01,2.86
218,2025-08-18,2025-08-18,2018-03-01,2.84
219,2025-08-18,2025-08-18,2018-04-01,2.87
220,2025-08-18,2025-08-18,2018-05-01,2.98
221,2025-08-18,2025-08-18,2018-06-01,2.91
222,2025-08-18,2025-08-18,2018-07-01,2.89
223,2025-08-18,2025-08-18,2018-08-01,2.89
224,2025-08-18,2025-08-18,2018-09-01,3.0
225,2025-08-18,2025-08-18,2018-10-01,3.15
226,2025-08-18,2025-08-18,2018-11-01,3.12
227,2025-08-18,2025-08-18,2018-12-01,2.83
228,2025-08-18,2025-08-18,2019-01-01,2.71
229,2025-08-18,2025-08-18,2019-02-01,2.68
230,2025-08-18,2025-08-18,2019-03-01,2.57
231,2025-08-18,2025-08-18,2019-04-01,2.53
232,2025-08-18,2025-08-18,2019-05-01,2.4
233,2025-08-18,2025-08-18,2019-06-01,2.07
234,2025-08-18,2025-08-18,2019-07-01,2.06
235,2025-08-18,2025-08-18,2019-08-01,1.63
236,2025-08-18,2025-08-18,2019-09-01,1.7
237,2025-08-18,2025-08-18,2019-10-01,1.71
238,2025-08-18,2025-08-18,2019-11-01,1.81
239,2025-08-18,2025-08-18,2019-12-01,1.86
240,2025-08-18,2025-08-18,2020-01-01,1.76
241,2025-08-18,2025-08-18,2020-02-01,1.5
242,2025-08-18,2025-08-18,2020-03-01,0.87
243,2025-08-18,2025-08-18,2020-04-01,0.66
244,2025-08-18,2025-08-18,2020-05-01,0.67
245,2025-08-18,2025-08-18,2020-06-01,0.73
246,2025-08-18,2025-08-18,2020-07-01,0.62
247,2025-08-18,2025-08-18,2020-08-01,0.65
248,2025-08-18,2025-08-18,2020-09-01,0.68
249,2025-08-18,2025-08-18,2020-10-01,0.79
250,2025-08-18,2025-08-18,2020-11-01,0.87
251,2025-08-18,2025-08-18,2020-12-01,0.93
252,2025-08-18,2025-08-18,2021-01-01,1.08
253,2025-08-18,2025-08-18,2021-02-01,1.26
254,2025-08-18,2025-08-18,2021-03-01,1.61
255,2025-08-18,2025-08-18,2021-04-01,1.64
256,2025-08-18,2025-08-18,2021-05-01,1.62
257,2025-08-18,2025-08-18,2021-06-01,1.52
258,2025-08-18,2025-08-18,2021-07-01,1.32
259,2025-08-18,2025-08-18,2021-08-01,1.28
260,2025-08-18,2025-08-18,2021-09-01,1.37
261,2025-08-18,2025-08-18,2021-10-01,1.58
262,2025-08-18,2025-08-18,2021-11-01,1.56
263,2025-08-18,2025-08-18,2021-12-01,1.47
264,2025-08-18,2025-08-18,2022-01-01,1.76
265,2025-08-18,2025-08-18,2022-02-01,1.93
266,2025-08-18,2025-08-18,2022-03-01,2.13
267,2025-08-18,2025-08-18,2022-04-01,2.75
268,2025-08-18,2025-08-18,2022-05-01,2.9
269,2025-08-18,2025-08-18,2022-06-01,3.14
270,2025-08-18,2025-08-18,2022-07-01,2.9
271,2025-08-18,2025-08-18,2022-08-01,2.9
272,2025-08-18,2025-08-18,2022-09-01,3.52
273,2025-08-18,2025-08-18,2022-10-01,3.98
274,2025-08-18,2025-08-18,2022-11-01,3.89
275,2025-08-18,2025-08-18,2022-12-01,3.62
276,2025-08-18,2025-08-18,2023-01-01,3.53
277,2025-08-18,2025-08-18,2023-02-01,3.75
278,2025-08-18,2025-08-18,2023-03-01,3.66
279,2025-08-18,2025-08-18,2023-04-01,3.46
280,2025-08-18,2025-08-18,2023-05-01,3.57
281,2025-08-18,2025-08-18,2023-06-01,3.75
282,2025-08-18,2025-08-18,2023-07-01,3.9
283,2025-08-18,2025-08-18,2023-08-01,4.17
284,2025-08-18,2025-08-18,2023-09-01,4.38
285,2025-08-18,2025-08-18,2023-10-01,4.8
286,2025-08-18,2025-08-18,2023-11-01,4.5
287,2025-08-18,2025-08-18,2023-12-01,4.02
288,2025-08-18,2025-08-18,2024-01-01,4.06
289,2025-08-18,2025-08-18,2024-02-01,4.21
290,2025-08-18,2025-08-18,2024-03-01,4.21
291,2025-08-18,2025-08-18,2024-04-01,4.54
292,2025-08-18,2025-08-18,2024-05-01,4.48
293,2025-08-18,2025-08-18,2024-06-01,4.31
294,2025-08-18,2025-08-18,2024-07-01,4.25
295,2025-08-18,2025-08-18,2024-08-01,3.87
296,2025-08-18,2025-08-18,2024-09-01,3.72
297,2025-08-18,2025-08-18,2024-10-01,4.1
298,2025-08-18,2025-08-18,2024-11-01,4.36
299,2025-08-18,2025-08-18,2024-12-01,4.39
300,2025-08-18,2025-08-18,2025-01-01,4.63
301,2025-08-18,2025-08-18,2025-02-01,4.45
302,2025-08-18,2025-08-18,2025-03-01,4.28
303,2025-08-18,2025-08-18,2025-04-01,4.28
304,2025-08-18,2025-08-18,2025-05-01,4.42
305,2025-08-18,2025-08-18,2025-06-01,4.38
306,2025-08-18,2025-08-18,2025-07-01,4.39
